x_m,y_m,attenuation_score,normalized
0.0,0.0,0.8780481283422574,0.9999999999999999
0.05,0.0,0.8780481283422574,0.9999999999999999
0.1,0.0,0.777472496291029,0.8854554450891958
0.15000000000000002,0.0,0.6442019625792599,0.7336750022979994
0.2,0.0,0.5957545118796466,0.6784986980206001
0.25,0.0,0.5696113305091882,0.6487244971236444
0.30000000000000004,0.0,0.5512660366561795,0.6278312302731764
0.35000000000000003,0.0,0.5340040982017892,0.608171785765299
0.4,0.0,0.5134480969614635,0.5847607669648431
0.45,0.0,0.48611622220894396,0.553632775377273
0.5,0.0,0.44716890691304745,0.5092760777900592
0.55,0.0,0.38686631375505404,0.4405980734626155
0.6000000000000001,0.0,0.2806634632597811,0.31964473723060005
0.65,0.0,0.21576923076924,0.24573736200156734
0.7000000000000001,0.0,0.21576923076924,0.24573736200156734
0.75,0.0,0.21576923076924,0.24573736200156734
0.8,0.0,0.21576923076924,0.24573736200156734
0.8500000000000001,0.0,0.21576923076924004,0.24573736200156737
0.9,0.0,0.21576923076923998,0.24573736200156732
0.9500000000000001,0.0,0.21576923076924,0.24573736200156734
1.0,0.0,0.0,0.0
1.05,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.1500000000000001,0.0,0.0,0.0
1.2000000000000002,0.0,0.0,0.0
1.25,0.0,0.0,0.0
1.3,0.0,0.0,0.0
1.35,0.0,0.46583333333333593,0.5305328014454318
1.4000000000000001,0.0,0.46583333333333593,0.5305328014454318
1.4500000000000002,0.0,0.465833333333336,0.5305328014454318
1.5,0.0,0.465833333333336,0.5305328014454318
1.55,0.0,0.465833333333336,0.5305328014454318
1.6,0.0,0.46583333333333604,0.5305328014454319
1.6500000000000001,0.0,0.465833333333336,0.5305328014454318
1.7000000000000002,0.0,0.465833333333336,0.5305328014454318
1.75,0.0,0.465833333333336,0.5305328014454318
1.8,0.0,0.465833333333336,0.5305328014454318
1.85,0.0,0.46583333333333593,0.5305328014454318
1.9000000000000001,0.0,0.465833333333336,0.5305328014454318
1.9500000000000002,0.0,0.46583333333333593,0.5305328014454318
2.0,0.0,0.465833333333336,0.5305328014454318
2.0500000000000003,0.0,0.465833333333336,0.5305328014454318
2.1,0.0,0.46583333333333604,0.5305328014454319
2.15,0.0,0.46583333333333593,0.5305328014454318
2.2,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.3000000000000003,0.0,0.0,0.0
2.35,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0
2.45,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.5500000000000003,0.0,0.0,0.0
2.6,0.0,0.0,0.0
2.6500000000000004,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.75,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0
2.85,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0
2.95,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.0500000000000003,0.0,0.0,0.0
0.0,0.05,0.8780481283422574,0.9999999999999999
0.05,0.05,0.8715644068295143,0.9926157561260516
0.1,0.05,0.6853247281755083,0.7805092979007787
0.15000000000000002,0.05,0.6227058142080044,0.7091932595809574
0.2,0.05,0.5909348558749834,0.6730096412717832
0.25,0.05,0.5714098180761326,0.6507727761517427
0.30000000000000004,0.05,0.5574855424775622,0.6349145616084702
0.35000000000000003,0.05,0.5443813809301867,0.6199903665394414
0.4,0.05,0.528595567150524,0.6020120652708468
0.45,0.05,0.5083564452364324,0.5789619370821987
0.5,0.05,0.4813686595021316,0.5482258249453237
0.55,0.05,0.44350471487655735,0.5051029670934872
0.6000000000000001,0.05,0.3863939086285184,0.44006005611335297
0.65,0.05,0.2900740409402726,0.3303623475491353
0.7000000000000001,0.05,0.21576923076924,0.24573736200156734
0.75,0.05,0.21576923076924,0.24573736200156734
0.8,0.05,0.21576923076924,0.24573736200156734
0.8500000000000001,0.05,0.21576923076924,0.24573736200156734
0.9,0.05,0.21576923076924,0.24573736200156734
0.9500000000000001,0.05,0.21576923076924004,0.24573736200156737
1.0,0.05,0.21576923076924,0.24573736200156734
1.05,0.05,0.0,0.0
1.1,0.05,0.0,0.0
1.1500000000000001,0.05,0.0,0.0
1.2000000000000002,0.05,0.0,0.0
1.25,0.05,0.465833333333336,0.5305328014454318
1.3,0.05,0.465833333333336,0.5305328014454318
1.35,0.05,0.465833333333336,0.5305328014454318
1.4000000000000001,0.05,0.46583333333333604,0.5305328014454319
1.4500000000000002,0.05,0.46583333333333604,0.5305328014454319
1.5,0.05,0.465833333333336,0.5305328014454318
1.55,0.05,0.465833333333336,0.5305328014454318
1.6,0.05,0.46583333333333604,0.5305328014454319
1.6500000000000001,0.05,0.46583333333333604,0.5305328014454319
1.7000000000000002,0.05,0.46583333333333604,0.5305328014454319
1.75,0.05,0.465833333333336,0.5305328014454318
1.8,0.05,0.465833333333336,0.5305328014454318
