x_m,y_m,attenuation_score,normalized
0.0,0.0,0.020268907563036,0.16323952399760439
0.05,0.0,0.020268907563036,0.16323952399760439
0.1,0.0,0.020268907563036,0.16323952399760439
0.15000000000000002,0.0,0.020268907563036,0.16323952399760439
0.2,0.0,0.020268907563036,0.16323952399760439
0.25,0.0,0.020268907563036,0.16323952399760439
0.30000000000000004,0.0,0.020268907563036,0.16323952399760439
0.35000000000000003,0.0,0.020268907563036,0.16323952399760439
0.4,0.0,0.020268907563036,0.16323952399760439
0.45,0.0,0.020268907563036,0.16323952399760439
0.5,0.0,0.020268907563036,0.16323952399760439
0.55,0.0,0.020268907563036,0.16323952399760439
0.6000000000000001,0.0,0.020268907563036,0.16323952399760439
0.65,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.8500000000000001,0.0,0.0,0.0
0.9,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.05,0.0,0.0,0.0
1.1,0.0,0.0,0.0
1.1500000000000001,0.0,0.0,0.0
1.2000000000000002,0.0,0.0,0.0
1.25,0.0,0.0,0.0
1.3,0.0,0.0,0.0
1.35,0.0,0.1241666666666674,0.9999999999999999
1.4000000000000001,0.0,0.1241666666666674,0.9999999999999999
1.4500000000000002,0.0,0.1241666666666674,0.9999999999999999
1.5,0.0,0.1241666666666674,0.9999999999999999
1.55,0.0,0.12416666666666741,1.0
1.6,0.0,0.1241666666666674,0.9999999999999999
1.6500000000000001,0.0,0.12416666666666738,0.9999999999999998
1.7000000000000002,0.0,0.1241666666666674,0.9999999999999999
1.75,0.0,0.1241666666666674,0.9999999999999999
1.8,0.0,0.12416666666666741,1.0
1.85,0.0,0.12416666666666738,0.9999999999999998
1.9000000000000001,0.0,0.1241666666666674,0.9999999999999999
1.9500000000000002,0.0,0.12416666666666738,0.9999999999999998
2.0,0.0,0.1241666666666674,0.9999999999999999
2.0500000000000003,0.0,0.12416666666666741,1.0
2.1,0.0,0.1241666666666674,0.9999999999999999
2.15,0.0,0.1241666666666674,0.9999999999999999
2.2,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.3000000000000003,0.0,0.0,0.0
2.35,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0
2.45,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.5500000000000003,0.0,0.0,0.0
2.6,0.0,0.0,0.0
2.6500000000000004,0.0,0.0,0.0
2.7,0.0,0.0,0.0
2.75,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0
2.85,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0
2.95,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.0500000000000003,0.0,0.0,0.0
0.0,0.05,0.020268907563036,0.16323952399760439
0.05,0.05,0.020268907563036,0.16323952399760439
0.1,0.05,0.020268907563036,0.16323952399760439
0.15000000000000002,0.05,0.020268907563036,0.16323952399760439
0.2,0.05,0.020268907563036,0.16323952399760439
0.25,0.05,0.020268907563036,0.16323952399760439
0.30000000000000004,0.05,0.020268907563036,0.16323952399760439
0.35000000000000003,0.05,0.020268907563036,0.16323952399760439
0.4,0.05,0.020268907563036,0.16323952399760439
0.45,0.05,0.020268907563036,0.16323952399760439
0.5,0.05,0.020268907563036,0.16323952399760439
0.55,0.05,0.020268907563036,0.16323952399760439
0.6000000000000001,0.05,0.020268907563036,0.16323952399760439
0.65,0.05,0.020268907563036,0.16323952399760439
0.7000000000000001,0.05,0.0,0.0
0.75,0.05,0.0,0.0
0.8,0.05,0.0,0.0
0.8500000000000001,0.05,0.0,0.0
0.9,0.05,0.0,0.0
0.9500000000000001,0.05,0.0,0.0
1.0,0.05,0.0,0.0
1.05,0.05,0.0,0.0
1.1,0.05,0.0,0.0
1.1500000000000001,0.05,0.0,0.0
1.2000000000000002,0.05,0.0,0.0
1.25,0.05,0.12416666666666741,1.0
1.3,0.05,0.12416666666666741,1.0
1.35,0.05,0.1241666666666674,0.9999999999999999
1.4000000000000001,0.05,0.12416666666666741,1.0
1.4500000000000002,0.05,0.1241666666666674,0.9999999999999999
1.5,0.05,0.1241666666666674,0.9999999999999999
1.55,0.05,0.12416666666666738,0.9999999999999998
1.6,0.05,0.1241666666666674,0.9999999999999999
1.6500000000000001,0.05,0.1241666666666674,0.9999999999999999
1.7000000000000002,0.05,0.1241666666666674,0.9999999999999999
1.75,0.05,0.1241666666666674,0.9999999999999999
1.8,0.05,0.1241666666666674,0.9999999999999999
1.85,0.05,0.1241666666666674,0.9999999999999999
1.9000000000000001,0.05,0.1241666666666674,0.9999999999999999
1.9500000000000002,0.05,0.1241666666666674,0.9999999999999999
2.0,0.05,0.1241666666666674,0.9999999999999999
2.0500000000000003,0.05,0.12416666666666741,1.0
2.1,0.05,0.1241666666666674,0.9999999999999999
2.15,0.05,0.1241666666666674,0.9999999999999999
2.2,0.05,0.0,0.0
2.25,0.05,0.0,0.0
2.3000000000000003,0.05,0.0,0.0
2.35,0.05,0.0,0.0
2.4000000000000004,0.05,0.0,0.0
2.45,0.05,0.0,0.0
2.5,0.05,0.0,0.0
2.5500000000000003,0.05,0.0,0.0
2.6,0.05,0.0,0.0
2.6500000000000004,0.05,0.0,0.0
2.7,0.05,0.0,0.0
2.75,0.05,0.0,0.0
2.8000000000000003,0.05,0.0,0.0
2.85,0.05,0.0,0.0
2.9000000000000004,0.05,0.0,0.0
2.95,0.05,0.0,0.0
3.0,0.05,0.0,0.0
3.0500000000000003,0.05,0.0,0.0
0.0,0.1,0.020268907563036,0.16323952399760439
0.05,0.1,0.020268907563036,0.16323952399760439
0.1,0.1,0.020268907563036,0.16323952399760439
0.15000000000000002,0.1,0.020268907563036,0.16323952399760439
0.2,0.1,0.020268907563036,0.16323952399760439
0.25,0.1,0.020268907563036,0.16323952399760439
0.30000000000000004,0.1,0.020268907563036,0.16323952399760439
0.35000000000000003,0.1,0.020268907563036,0.16323952399760439
0.4,0.1,0.020268907563036,0.16323952399760439
0.45,0.1,0.020268907563036,0.16323952399760439
0.5,0.1,0.020268907563036,0.16323952399760439
0.55,0.1,0.020268907563036,0.16323952399760439
0.6000000000000001,0.1,0.020268907563036,0.16323952399760439
0.65,0.1,0.020268907563036,0.16323952399760439
0.7000000000000001,0.1,0.020268907563036,0.16323952399760439
0.75,0.1,0.0,0.0
0.8,0.1,0.0,0.0
0.8500000000000001,0.1,0.0,0.0
0.9,0.1,0.0,0.0
0.9500000000000001,0.1,0.0,0.0
1.0,0.1,0.0,0.0
1.05,0.1,0.0,0.0
1.1,0.1,0.0,0.0
1.1500000000000001,0.1,0.1241666666666674,0.9999999999999999
1.2000000000000002,0.1,0.1241666666666674,0.9999999999999999
1.25,0.1,0.1241666666666674,0.9999999999999999
1.3,0.1,0.1241666666666674,0.9999999999999999
1.35,0.1,0.12416666666666738,0.9999999999999998
1.4000000000000001,0.1,0.12416666666666741,1.0
1.4500000000000002,0.1,0.1241666666666674,0.9999999999999999
1.5,0.1,0.12416666666666741,1.0
1.55,0.1,0.1241666666666674,0.9999999999999999
1.6,0.1,0.12416666666666738,0.9999999999999998
1.6500000000000001,0.1,0.1241666666666674,0.9999999999999999
1.7000000000000002,0.1,0.12416666666666738,0.9999999999999998
1.75,0.1,0.1241666666666674,0.9999999999999999
1.8,0.1,0.1241666666666674,0.9999999999999999
1.85,0.1,0.1241666666666674,0.9999999999999999
1.9000000000000001,0.1,0.12416666666666738,0.9999999999999998
1.9500000000000002,0.1,0.1241666666666674,0.9999999999999999
2.0,0.1,0.1241666666666674,0.9999999999999999
2.0500000000000003,0.1,0.1241666666666674,0.9999999999999999
2.1,0.1,0.1241666666666674,0.9999999999999999
2.15,0.1,0.1241666666666674,0.9999999999999999
2.2,0.1,0.12416666666666741,1.0
2.25,0.1,0.0,0.0
2.3000000000000003,0.1,0.0,0.0
2.35,0.1,0.0,0.0
2.4000000000000004,0.1,0.0,0.0
2.45,0.1,0.0,0.0
2.5,0.1,0.0,0.0
2.5500000000000003,0.1,0.0,0.0
2.6,0.1,0.0,0.0
2.6500000000000004,0.1,0.0,0.0
2.7,0.1,0.0,0.0
2.75,0.1,0.0,0.0
2.8000000000000003,0.1,0.0,0.0
2.85,0.1,0.0,0.0
2.9000000000000004,0.1,0.0,0.0
2.95,0.1,0.0,0.0
3.0,0.1,0.0,0.0
3.0500000000000003,0.1,0.0,0.0
0.0,0.15000000000000002,0.020268907563036,0.16323952399760439
0.05,0.15000000000000002,0.020268907563036,0.16323952399760439
0.1,0.15000000000000002,0.020268907563036,0.16323952399760439
0.15000000000000002,0.15000000000000002,0.020268907563036,0.16323952399760439
0.2,0.15000000000000002,0.020268907563036,0.16323952399760439
0.25,0.15000000000000002,0.020268907563036,0.16323952399760439
0.30000000000000004,0.15000000000000002,0.020268907563036,0.16323952399760439
0.35000000000000003,0.15000000000000002,0.020268907563036,0.16323952399760439
0.4,0.15000000000000002,0.020268907563036,0.16323952399760439
0.45,0.15000000000000002,0.020268907563036,0.16323952399760439
0.5,0.15000000000000002,0.020268907563036,0.16323952399760439
0.55,0.15000000000000002,0.020268907563036,0.16323952399760439
0.6000000000000001,0.15000000000000002,0.020268907563036,0.16323952399760439
0.65,0.15000000000000002,0.020268907563036,0.16323952399760439
0.7000000000000001,0.15000000000000002,0.020268907563036,0.16323952399760439
0.75,0.15000000000000002,0.020268907563036,0.16323952399760439
0.8,0.15000000000000002,0.0,0.0
0.8500000000000001,0.15000000000000002,0.0,0.0
0.9,0.15000000000000002,0.0,0.0
0.9500000000000001,0.15000000000000002,0.0,0.0
1.0,0.15000000000000002,0.0,0.0
1.05,0.15000000000000002,0.0,0.0
1.1,0.15000000000000002,0.12416666666666738,0.9999999999999998
1.1500000000000001,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.2000000000000002,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.25,0.15000000000000002,0.12416666666666741,1.0
1.3,0.15000000000000002,0.12416666666666741,1.0
1.35,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.4000000000000001,0.15000000000000002,0.12416666666666741,1.0
1.4500000000000002,0.15000000000000002,0.12416666666666741,1.0
1.5,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.55,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.6,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.6500000000000001,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.7000000000000002,0.15000000000000002,0.12416666666666741,1.0
1.75,0.15000000000000002,0.12416666666666738,0.9999999999999998
1.8,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.85,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.9000000000000001,0.15000000000000002,0.1241666666666674,0.9999999999999999
1.9500000000000002,0.15000000000000002,0.12416666666666741,1.0
2.0,0.15000000000000002,0.1241666666666674,0.9999999999999999
2.0500000000000003,0.15000000000000002,0.1241666666666674,0.9999999999999999
2.1,0.15000000000000002,0.12416666666666741,1.0
2.15,0.15000000000000002,0.1241666666666674,0.9999999999999999
2.2,0.15000000000000002,0.1241666666666674,0.9999999999999999
2.25,0.15000000000000002,0.0,0.0
2.3000000000000003,0.15000000000000002,0.0,0.0
2.35,0.15000000000000002,0.0,0.0
2.4000000000000004,0.15000000000000002,0.0,0.0
